character_name,dialogue,polarity,frase
finn,"  Sure. C'mon, let's go, Jake!",0.3802,Frase 6692
finn,"  Jake, where'd you get those boots?",0.0,Frase 6693
finn,"["" Jake, you're a thief now! You won't be able to get in anymore!""]",-0.6103,Frase 6694
finn,"["" It's up to me, now.""]",0.0,Frase 6695
finn,"  Hmm. Alright, wish me luck!",0.7901,Frase 6696
finn,"  Oh, yeah. Right. ,  Great, now I gotta climb down?! ,  Huh? ,  The King of Thieves! ,  Sorry to trespass, I just... Uh, hello? ,  The chest! In it's in his chest! Thanks! ",0.8078,Frase 6697
finn,"[' I got it, guys!']",0.0,Frase 6698
finn,  Huh?,0.0,Frase 6699
finn,"  What?! ,  Is you basket under all that gold?",0.0,Frase 6700
finn,  But you're just a cute little girl!,0.5093,Frase 6701
finn,"  Well, if this isn't yours, I'm gonna return it right now! ,  Huh? ,  Why can't I...?",0.4122,Frase 6702
finn,"  No! ,  No!!! What have I done?! What have I become?!",-0.7121,Frase 6703
finn,"["" My hands. They're all dirty. Covered in the dust of a criminal act! I'm a thief!""]",-0.7835,Frase 6704
finn,"  Don't touch me! I'm impure, man! Unfit to be a hero! Unfit to be your friend.",0.826,Frase 6705
finn,"  No, Jake. This is a one-way path, down a jacked-up road. And I gotta walk it... alone.",-0.4939,Frase 6706
finn,  Then we shall embrace the darkness of this wicked city and use the methods of the criminal to seek vengeance on Penny.,-0.7579,Frase 6707
finn,"  Cowabunga, indeed.",0.0,Frase 6708
finn,"["" It's me, Penny. The hero whose purity you stole! And I'm here to enact my revenge upon you! ""]",0.1984,Frase 6709
finn,"  I trusted you, Penny. You made me steal. And you took my purity. You ruined me!",-0.5411,Frase 6710
finn,"  Thanks, dude.",0.4404,Frase 6711
finn,  She's purified!,0.0,Frase 6712
finn,  You're welcome.,0.4588,Frase 6713
finn,  We're clean!,0.4574,Frase 6714
finn,  This good deed we did has purified us once again. We're virgin islands! ,0.4926,Frase 6715
finn,"  And you know what that means, Penny. No more stealing! ",-0.7569,Frase 6716
finn,"  Well, I think it's time for us to get the math out of here.",0.2732,Frase 6717
finn,"  I'll miss you, too.",-0.1531,Frase 6718
finn,  I just wanna see 'im put on that crown.,0.0,Frase 6719
finn,"["" Too bad we don't have the key to this.""]",-0.5423,Frase 6720
finn,  Whoo-hoo!,0.0,Frase 6721
finn,  Jake. Are these donuts?,0.0,Frase 6722
finn,"  But maybe they're poisonous donuts! ,  Yeah! Sniff it, Jake! Suck up those toxins!",-0.7627,Frase 6723
finn,  What gives?!,0.0,Frase 6724
finn,"  Holy slug, lady! Calm down!",0.4374,Frase 6725
finn,"  AAH! ,  Dude, are you okay?",0.2942,Frase 6726
finn,  What did she do to you?,0.0,Frase 6727
finn,  For stealing one of your billions of donuts?!,-0.6114,Frase 6728
finn,  The point is you overreacted.,-0.4019,Frase 6729
finn,"  Total support, dude.",0.4019,Frase 6730
finn,"  Aw, now you're just makin' these up!",0.0,Frase 6731
finn,"  There's gotta be a way to get your powers back! Where'd they come from, anyway? Were you born with them? Or... did you have a freak industrial accident?!",-0.6154,Frase 6732
finn,  What happened next?!,0.0,Frase 6733
finn,  Okay! Then our course is clear! We'll roll you in every mud puddle in Ooo until we find the one that'll restore your powers.,0.7418,Frase 6734
finn,"  Jake, come on! We've always been lucky, buddy! Maybe the first mud puddle we find will be the right one!",0.5684,Frase 6735
finn,[' Then away! Hyuh! Whoo-hoo!'],0.0,Frase 6736
finn,"  Oh, my gosh!",0.0,Frase 6737
finn,  We run! Run like energetic little boys! ,0.717,Frase 6738
finn,"  Come on, lazy bones!",-0.4199,Frase 6739
finn,  I guess you could ride on my backpack.,0.0,Frase 6740
finn,"["" You're... strangling me... a little, is all.""]",0.0,Frase 6741
finn,  Look there! Across the River of Junk! There's an ideal mud puddle.,0.6103,Frase 6742
finn,"  We can swim this river easy! ,  Come on, Jake! ",0.5399,Frase 6743
finn,  Jake! Stop talking to yourself! Cross over already!,-0.4724,Frase 6744
finn," What's wrong with that guy? ,  Then just wait for me there!",-0.5255,Frase 6745
finn,  Did it work?!,0.0,Frase 6746
finn,"  YEAAAAH! ,  This isn't working at all.",0.0,Frase 6747
finn,"["" Okay... Then let's just go find another mud puddle.""]",0.0,Frase 6748
finn,  Agh! This is stupid! Just go back to the witch and apologize and get your powers back!,-0.7488,Frase 6749
finn," YOU'RE NOT EVEN TRYING, MAN! ,  First, you won't run, ,  a-and now you keep—and... a-and no matter what, I ju—you...",-0.3382,Frase 6750
finn,  But you are an adventurer.,0.296,Frase 6751
finn,"  Oh, um... How do I say, ""You're the grossest thing ever,"" without offending you?",-0.1022,Frase 6752
finn,  How do we beat power like that?!,0.4199,Frase 6753
finn,"  What is it, buddy??",0.0,Frase 6754
finn,[' YAAAAH!'],0.0,Frase 6755
finn,  Jake? ,0.0,Frase 6756
finn,"  Jake! ,  I never should have doubted you!",0.3395,Frase 6757
finn,"  Ahhh, so is that how you got your powers back? You apologized to the witch?",-0.1431,Frase 6758
finn,  What's so funny?,0.4927,Frase 6759
finn,"  Dude. That's not that funny. ,  EAAH!!",-0.457,Frase 6760
finn,"  Ohhh, butter pranked! I can't believe I didn't see that coming!",0.0,Frase 6761
finn,"  You have offended my honor, sir, and in so doing, you have awoken the pranking demon that sleeps in my pits! The demon is coming for you, mortal. It is going to prank you... so... HARD!",0.1658,Frase 6762
finn,"  That's right, suckah! Go nap it up, for when you awake, the pranking demon will be upon you! ,  Aww, man! Nothing's better than throwing a big bag of butter at someone! ,  Gotta think! What's... a better prank... than butter?! Answer me, book! What's better than butter?! A unicorn. ,  A treasure hunter! ,  A battleship! ,  A pie! ,  A young girl in lo—Wait! Book, rewind! ,  That's it! I'll throw never-ending pies at Jake's face forever! ",0.9067,Frase 6763
finn,"  It's never-ending pie-throwing time! C'mon, dude! Turn on! ,  Why isn't it working?! ,  I'll never make a prank better than Jake's garbage bag full of butter. ",-0.5535,Frase 6764
finn,  Holy stuff! It talked! Wow-cow-chow!,0.0,Frase 6765
finn,"  Oh, whoa! Hey, man!",0.0,Frase 6766
finn,"  Oh, perfect! You're exactly the kind of robot I was trying to make!",0.6467,Frase 6767
finn,"  Neptr! Don't say stuff like that! Look, I know we just met, and you're probably goin' through a lot of personal stuff right now, but I really like you, Neptr, and I'm not gonna rest until you're working properly and throwing hot pie on my best friend's face. Together, we're gonna prank the poots out of Jake!",0.6658,Frase 6768
finn,"  I know you will, Neptr. Now, all we need is more lightning power so you can be operating at full capacity! And I think I know just the dumb-hole who we can get some from.",0.0,Frase 6769
finn,"  Heh. No, Neptr. We call that snow.",-0.4215,Frase 6770
finn,"  UNH! ,  Did y'all smack me into that mountain on purpose?",0.0,Frase 6771
finn,"  Take note, Neptr. These guys are grade-A pranksters. You guys hang out in case we need a daring escape!",0.5411,Frase 6772
finn,  Just gotta sneak around until we find his lightning bolt stash.,0.0,Frase 6773
finn,"  No, we're pranking and entering, which is awesome!",0.4926,Frase 6774
finn,"[' Shush, Neptr!']",0.0,Frase 6775
finn,  Shh!,0.0,Frase 6776
finn,"  Neptr, you're gonna get us caught!",0.0,Frase 6777
finn,  Shh! You already told me that! And we're not getting caught! We're gonna get you working so you can prank Jake! He could wake up from his nap at any second!,0.0,Frase 6778
finn,"["" Quickly! While he's distracted!""]",0.0,Frase 6779
finn,"  We're home free, Neptr.",0.5106,Frase 6780
finn,"  We're gonna prank 'im, Neptr. Hardcore.",0.0,Frase 6781
finn,  Hee hee hee hee!,0.0,Frase 6782
finn,"  The ceiling really is melty! ,  Whoa! Whoa! ",0.0,Frase 6783
finn,  WAAAAH!,0.0,Frase 6784
finn,  Figs!,0.0,Frase 6785
finn,  We've gotta find that lightning as fast as—,0.0,Frase 6786
finn,"  It's a lightning-shaped door! And we're gonna smash right into it! Hold on, Neptr! I got a plan!",0.0,Frase 6787
finn,"  Nah, that wasn't my plan. We got lucky!",0.4003,Frase 6788
finn,  Mm-hmm. You're gonna be fully functional just like I promised.,0.6444,Frase 6789
finn,  Let's grab some lightning and get outta here!,0.0,Frase 6790
finn,"  Neptr! NOOOOO! ,  NOOOOOO!—Oh, yeah. That's what we wanted to happen.",0.4724,Frase 6791
finn,  Neptr! Yeah!,0.4184,Frase 6792
finn,  Neptr! The pies! Pies!,0.0,Frase 6793
finn,  What was in those pies?!,0.0,Frase 6794
finn,"["" Neptr's acting... different.""]",0.0,Frase 6795
finn,  Heh heh. You guys got me.,-0.296,Frase 6796
finn,"  Thanks, guys. Your blood-oath is fulfilled.",0.6908,Frase 6797
finn,"  Neptr, that's a heavy unsettling thing to say, but pull yourself together. We're about to prank Jake!",0.0,Frase 6798
finn,  One... two...,0.0,Frase 6799
finn,"  Run, Neptr!!",0.0,Frase 6800
finn," Hah! Hah! Hah! ,  Aw, man.",0.0,Frase 6801
finn,  Your son?!,0.0,Frase 6802
finn,"  He's not your son! If anything, he's my son!",0.0,Frase 6803
finn,  No way! Neptr wants to help me prank Jake!,0.2695,Frase 6804
finn,  No! Neptr!,-0.4184,Frase 6805
finn,"  No, Neptr!",-0.3595,Frase 6806
finn,"  Come on, Neptr. Choose me, buddy. Choose pranks.",0.0,Frase 6807
finn,  WHAT?! You've gotta be flippin' kidding me!,0.3131,Frase 6808
finn,  NEVER!,0.0,Frase 6809
finn,  You wanna prank Jake?,0.0,Frase 6810
finn,"  Haha, okay. Let's gooooo! ,  Jake! Wake up!",0.6981,Frase 6811
finn,"  Come back, thief!",-0.5707,Frase 6812
finn,  You can't just go around stealing boots.,-0.5719,Frase 6813
finn,  He's getting away in that lake!,0.0,Frase 6814
finn,[' Bark! Bark! Bark! Bark! ...Huh?'],0.0,Frase 6815
finn,  Uhh...,0.0,Frase 6816
finn,"["" I'm coming, Jake. I'll poot on that newt as soon as I'm barefoot. Uh...""]",0.0,Frase 6817
finn,[' Ow! Why is my stomach going nuts?'],0.0,Frase 6818
finn,  Ow!,0.0,Frase 6819
finn,  Wh-wh-wh-Who are you?,0.0,Frase 6820
finn,"  What? I'm not afraid of lakes, wells, or rivers, streams, or deep wells or puddles. Why would I be afraid of- ",0.4588,Frase 6821
finn,  I'm no wuss! I'm the hero around these parts!,0.4559,Frase 6822
finn,  Not true! I'm not scared of nothin'!,0.1675,Frase 6823
finn,[' I shall conquer my fear.'],0.0,Frase 6824
finn,  No! I will. I'll conquer my fear.,-0.69,Frase 6825
finn,  Jake. I think I'm afraid... of the ocean.,0.0,Frase 6826
finn,  I need your help to overcome my fear. Will you do it?,-0.128,Frase 6827
finn,  Jake! Come on!,0.0,Frase 6828
finn,  Don't be scared. I shall not be scared.,0.5875,Frase 6829
finn,"  I'm afraid! Ah! ,  Jake, get me out of the water! Now, Jake! Now! Now!",0.0,Frase 6830
finn,  Jake!,0.0,Frase 6831
finn,"  But I must conquer this now! ,  I'm not afraid of you!",0.0,Frase 6832
finn,  ,0.0,Frase 6833
finn,"["" I'm afraid of you! I'm afraid of you! ""]",0.0,Frase 6834
finn,"["" Ok, yeah. Let's try tomorrow.""]",0.5267,Frase 6835
finn,"[' Morning, Jake.']",0.0,Frase 6836
finn,"  Yeah, man.",0.296,Frase 6837
finn,  I'm askin'!,0.0,Frase 6838
finn,"[' Jake, are you crazy? This is not an OK thing to do!']",-0.6276,Frase 6839
finn,  You're nuts. ,-0.3182,Frase 6840
finn,  Really? Ok. I'm calming down.,0.6659,Frase 6841
finn,"[' Yeah, man. I can do it.']",0.296,Frase 6842
finn,"["" Jake, this isn't a joke! It's touching me!""]",-0.3553,Frase 6843
finn,"["" I'm trying to let it hold me.""]",0.0,Frase 6844
finn,"["" This isn't working!""]",0.0,Frase 6845
finn,  W-what?,0.0,Frase 6846
finn,  What?!,0.0,Frase 6847
finn,"  Get me away, Jake! Now, Jake! Now! Right now! Get-Get me away! ",0.0,Frase 6848
finn,"["" I'm safe! I'm safe! How'd I do?""]",0.7494,Frase 6849
finn,  What? I made it all the way to level three.,0.0,Frase 6850
finn,  You have to help me. I can't do this without you.,0.4019,Frase 6851
finn,  I swear I won't hit you anymore.,-0.0516,Frase 6852
finn,  I swear... and pigs have hair.,0.0,Frase 6853
finn,  What? I thought you said it was a three step plan... man.,0.0,Frase 6854
finn,"["" Yeah. It's pretty math... you psychopath.""]",0.6597,Frase 6855
finn,[' Whoa...'],0.0,Frase 6856
finn,  Hey. This isn't that bad. I'm actually glad.,0.705,Frase 6857
finn,"  No, Jake! Turn around! Turn around!",-0.4724,Frase 6858
finn,  Noooo!,0.0,Frase 6859
finn,  Jake? Jaaaaaake!,0.0,Frase 6860
finn,  Jake!,0.0,Frase 6861
finn,"["" You're right.""]",0.0,Frase 6862
finn,"["" If my body won't let me rescue my best friend, then there's only one thing left to do.""]",0.6906,Frase 6863
finn,  Jake! Jake! Wake up!,0.0,Frase 6864
finn,"  You ok, dude?",0.296,Frase 6865
finn,  What?,0.0,Frase 6866
finn,"  Thanks, dude.",0.4404,Frase 6867
finn,"[' What the flip, man? I just swam to the bottom!']",0.0,Frase 6868
finn,  He's right. I'll never be a hero.,-0.4449,Frase 6869
finn,  Wait... Why did you wait so long to tell me?,0.0,Frase 6870
finn,"  It's time for you to go away, Fear Feaster!",-0.5411,Frase 6871
finn,  Everybody has a flaw... and it looks like yours is smelling like my nasty guts.,0.1027,Frase 6872
finn,"  Yeah, why?",0.296,Frase 6873
finn,"  Naw, that's just how I look when I'm listening to music.",0.0,Frase 6874
finn,  Bring it!,0.0,Frase 6875
finn,['\xa0Who do you think it is?'],0.0,Frase 6876
finn,  Hmm... I can't quite make it out. ,0.0,Frase 6877
finn,  Ahh! It's the Ice King!,0.0,Frase 6878
finn,['\xa0Eiiiiaah!'],0.0,Frase 6879
finn,"  Eat my sword, Ice King! ",0.0,Frase 6880
finn,  Aww.,0.0,Frase 6881
finn,"  I will, though! With a sweet kick! ,  Psych! ",0.5962,Frase 6882
finn,  What's the good news?,0.4404,Frase 6883
finn,  Eww.,0.0,Frase 6884
finn,"  Hmm... if you get married, what about capturing princesses?",0.0,Frase 6885
finn,"  Ohhh... ,  well, fare thee well, Ice King!",0.5411,Frase 6886
finn,"  We totally support your decision to stop capturing princesses! ,  I'm happy for him. ",0.6989,Frase 6887
finn,  But we hate you.,-0.5719,Frase 6888
finn,"["" Dude, we gotta show him a good time and treat him right. Otherwise, he'll go back to imprisoning ladies! I-I can't have that! I—""]",0.7339,Frase 6889
finn,"[' Bye, Ice King! Good luck!']",0.5399,Frase 6890
finn,  No more stealing princesses!,-0.7569,Frase 6891
finn,  We just took you out partying so that you could feel better about getting hitched!,0.6996,Frase 6892
finn,"[' Alright, here comes my double kick!']",0.3164,Frase 6893
finn,"  Yeah, I remember.",0.296,Frase 6894
finn,  Jake—,0.0,Frase 6895
finn,"  Well, uh... don't you wanna grow old with somebody? Right? ,  Just like these old swans.",0.6072,Frase 6896
finn,"  Uhh... Yeah—I-I never—uhh... I guess it is. ,  Jake, this is bad news, man! We gotta go tell him that he can't eat his wife!",-0.6229,Frase 6897
finn,[' Phew!'],0.0,Frase 6898
finn,  I'm weddy for the wedding!,0.0,Frase 6899
finn,"  Y'know, even though the Ice King is a wad, I'm pretty happy for him.",0.7845,Frase 6900
finn,  ,0.0,Frase 6901
finn,  Weird—and your bride is into that?,0.0,Frase 6902
finn,"  Well... ,  cool, man. I'm glad y'all are happy... being crazy together.",0.4404,Frase 6903
finn,"  Huh? Her eyes are huge! I'm gonna go check 'em out. ,  And stop scratching your ear, man—it's gross.",-0.5093,Frase 6904
finn,"["" Whoa, you've got ridiculously large eyes, princess! Are you allergic to somethin'?""]",-0.5983,Frase 6905
finn,  Why are you crying?,-0.4767,Frase 6906
finn,  What?!,0.0,Frase 6907
finn,  He tricked me! And I was happy for that son of a toot!,0.5696,Frase 6908
finn,"  That's what cursed her! Don't worry, princess. I'll remove this ring and save your life. ",0.7094,Frase 6909
finn,"  No, man. You cursed her. She hates you!",-0.6588,Frase 6910
finn,"  Hyah! ,  What is wrong with you, man?! ",-0.5696,Frase 6911
finn,[' Ehh.'],0.0,Frase 6912
finn,  Huh? ,0.0,Frase 6913
finn,  Jake!,0.0,Frase 6914
finn,"  JAKE! ,  Grrrr. ,  Oh, hey.",0.0,Frase 6915
finn,  You got the ring off her finger?,0.0,Frase 6916
finn,  I got a plan.,0.0,Frase 6917
finn,  Now!,0.0,Frase 6918
finn,"  It's official! You done married a dog, dude!",0.0,Frase 6919
finn,"["" And now everything's back to normal.""]",0.0,Frase 6920
finn,"  You got it, Princess.",0.0,Frase 6921
finn,"  There. That's the last sign, Jake. Now no one will go down this hole, ever. Probably a lot of dangerous, awesome stuff down this hole. I better go take a look.",0.4019,Frase 6922
finn,  Whoa.,0.0,Frase 6923
finn,  The crystal eye. I wanna meet this dungeon.,0.0,Frase 6924
finn,"  Eh, I'll skip lunch. Just catch up with me when you are finished.",0.0,Frase 6925
finn,  What?,0.0,Frase 6926
finn,  Hey! I can do things without you! You wanna bet I can't?,0.0,Frase 6927
finn,"  We are betting! I bet that I'll get that crystal eye and be back within 11 minutes. ,  Ready set go! ",0.4738,Frase 6928
finn,"  Dungeons! Chambers! Woah. ,  Evil creatures! ,  Treasure chests! ",-0.6562,Frase 6929
finn,"  Doorways! ,  Traps! ,  I'm in my elemeeeeeeeeent!! ",0.0,Frase 6930
finn,  Aww!,0.0,Frase 6931
finn,[' Oh?'],0.0,Frase 6932
finn,  Whoa! Somebody come pick up your freaky cat.,-0.4199,Frase 6933
finn,  How did you almost know my name?!,0.0,Frase 6934
finn,"  Huh, yeah right. That sounds like idiot talk!",0.1759,Frase 6935
finn,  You can't hurt me! I'm a radical boy on a mission for the crystal eye!,0.5204,Frase 6936
finn,  Unzip this! ,0.0,Frase 6937
finn,"  Bleep! ,  OOF!",0.0,Frase 6938
finn,"  Yeah, right! Good excuse! Slaps, that cat was kicking my buns! And it might have finished my buns if it weren't for Jake's stank. Dang it, Jake! I'll get that crystal eye on my own! With my own odors. ,  Hmm, no to skeletal remains door. ,  No to giant monster mouth door. ,  Oh! Giant key door it is!",0.6782,Frase 6939
finn,"  If Jake was here, he could stretch his hand into a key and open it. ,  Yeah! Key hand! ,  Ouch! ,  Hey! What the jug is that?",0.8679,Frase 6940
finn,"  Oh, sweet, the key!",0.5093,Frase 6941
finn,"  Ew, jelly cube?! ,  Come on! Give it to me! Don't flaunt it if you're not gonna give it up! ,  I'll never get that crystal eye! No. No, I just gotta stay pumped. ,  Pump it up, pump it up! Whoo! Whoo! Shake it! Shake it! Ahh! ,  Steady, Finn. This place is probably more creeped out of you than you are of it. ",-0.7887,Frase 6942
finn,"  Okay, then I won't fight you.",0.4738,Frase 6943
finn,"  Hey cutie, do you know how to get to the crystal eye from here?",0.3612,Frase 6944
finn,  Thanks!,0.4926,Frase 6945
finn,"  Yes, I can. Because I'm huge compared to you.",0.6124,Frase 6946
finn,"  Aw, buckets.",0.0,Frase 6947
finn,"["" Heh, thing is... I don't really... have any powers.""]",-0.1531,Frase 6948
finn,"  AAAAH!! Dang it, Jake wouldn't be running! He'd grow all big, and sock you right in the nose hole! ,  Aw, nutzoids! ,  Come on! All aboard the knuckle train to fist planet! ",0.3111,Frase 6949
finn,  Oww... I rode the knuckle train? But... I... I'm in my element.,0.0,Frase 6950
finn,"  AHHHHH!!!! Ow! OW! Ow! OW! Ow! Uhh! That... sucked. ,  Alright, Finn, you're in a heavy pickle here. You don't have Jake, and you're on your own. But you can still handle this. You can still get that crystal eye! ",-0.4885,Frase 6951
finn,  You mean Jake?,0.0,Frase 6952
finn,"  Crud, crud, crud, crud, crud!",0.0,Frase 6953
finn,"  Oh, Jake... I'm such a fool. A silly, silly fool. ,  Who the heck--?!",-0.7088,Frase 6954
finn,  Re...really?,0.0,Frase 6955
finn,"  Okay. ,  This is radical.",0.2263,Frase 6956
finn,"  I'm fine, thank you.",0.5106,Frase 6957
finn,  Ha ha ha ha ha!,0.8832,Frase 6958
finn," Aww, yeah!",0.3595,Frase 6959
finn,  Wow... Wait! What??!,0.0,Frase 6960
finn,"  Put me down, lady!",0.0,Frase 6961
finn,"  Man, everybody wants to eat me up. It's probably 'cause I'm so sweet.",0.5949,Frase 6962
finn,"  That's Jake's secret, too. I sure hope he saves me.",0.6369,Frase 6963
finn,"  Lady, you are sick! Oh, Jake.",-0.5562,Frase 6964
finn,  Jake!,0.0,Frase 6965
finn,  What are you doing here?!,0.0,Frase 6966
finn,  Yeah... I think I do. ,0.0,Frase 6967
finn,  Now let's find a way out of this cage.,0.0,Frase 6968
finn,  I really don't see any key holes on this cage.,0.0,Frase 6969
finn,"["" I'll get us out of here, with carrot hand!""]",0.0,Frase 6970
finn,  Wait! You'd help me win a bet that I made that I said I could accomplish something without you?,0.8622,Frase 6971
finn,  Cling!,0.0,Frase 6972
finn,  Okay.,0.2263,Frase 6973
finn,"  If I die, I'll have died with my best friend!",-0.1007,Frase 6974
finn,  Uhh... I learned that you're a very... intelligent princess?,0.4588,Frase 6975
finn,  Throw it!,0.0,Frase 6976
finn,  What the heck is goin' on?,0.0,Frase 6977
finn,"  Yeah. Hey, look. ,  This one looks stupid. Let's see how it flies! ,  Aw, lame. ",-0.6476,Frase 6978
finn,  Oh no! She thinks that nuts guy did it. We gotta go clear up what happened!,-0.3578,Frase 6979
finn,"  Princess! ,  Are you OK?",0.4981,Frase 6980
finn,"  Uh... hey, Princess. There's something I should tell you about that bottle that hit you in the face.",0.0,Frase 6981
finn,  Yeah but-,0.1531,Frase 6982
finn, Forever?!,0.0,Frase 6983
finn,  Jake!,0.0,Frase 6984
finn,"  What do I do? If I tell her I threw it, she'll hate me forever!",-0.6114,Frase 6985
finn,  But we're the ones who threw the bottle!,0.0,Frase 6986
finn,  How do you know that?,0.0,Frase 6987
finn,  Maybe you're right.,0.0,Frase 6988
finn,"  Alright, just this once, we'll be vigilantes!",0.3164,Frase 6989
finn,  Princess! I won't rest until the villainous duke is captured!,-0.555,Frase 6990
finn,"  Woah. Okay, and by then, hopefully you'll have taken care of...this. ",0.7783,Frase 6991
finn,  Look yonder! The Duke of Nuts castle!,-0.4374,Frase 6992
finn,  Duke of Nuts!,-0.3802,Frase 6993
finn,  By order of Princess...,0.0,Frase 6994
finn,"[' Um, Princess... ']",0.0,Frase 6995
finn,  How did you know?,0.0,Frase 6996
finn,"  Yeah, why?",0.296,Frase 6997
finn,  That won't be...um...necessary.,0.0,Frase 6998
finn,"  I don't get it, Jake. How can the dude be evil if he pets puppies, kisses babies, and lies with his wife?",-0.5994,Frase 6999
finn,"  Hmm. ,  It's him! The Duke of Nuts!",-0.4374,Frase 7000
finn,"["" I'll break left! You take the right! ""]",0.0,Frase 7001
finn,"  Wha-? ,  You're way smaller than I thought you were!",0.0,Frase 7002
finn,"  Man, I don't know, Jake. Why would Princess Bubblegum hate him if he's such a nice guy?",-0.2263,Frase 7003
finn,  That doesn't look like a villain.,0.2057,Frase 7004
finn,"  Ugh! Maybe we should just confess. But then, Princess Bubblegum will hate us forever.",-0.7777,Frase 7005
finn,"  Actually yeah, I think I have one in my pack.",0.296,Frase 7006
finn,  I think I have a spoon in here too- wha-?,0.0,Frase 7007
finn,  What?!,0.0,Frase 7008
finn,  So that's why Princess Bubblegum hates you!,-0.4926,Frase 7009
finn,"  Gah! Of course you wouldn't! You're too nice a guy. I'm the one who threw that bottle. I was gonna tell her, but then-- she started talking all crazy-- she said she'd never forgive me and I-- I didn't know!",-0.5808,Frase 7010
finn,  Now you're making me feel even worse by being so nice about it.,0.1321,Frase 7011
finn,  Wait...I think I might have an idea that will save everyone's reputations.,0.4939,Frase 7012
finn,  Halt!,0.0,Frase 7013
finn,"  Not yet, but you are in grave danger, Princess. There is an assassin in these very woods, dead set on stopping you from reaching the Grand Meeting. In fact, what's that rustling in the bush??",-0.9086,Frase 7014
finn,  What's going on?!,0.0,Frase 7015
finn,"[' What are you here to do, stranger?']",0.0,Frase 7016
finn,  Stand back! I will stop him! Hi-yah!,-0.4724,Frase 7017
finn,  Hi-yaah!,0.0,Frase 7018
finn,"  Remember, it's just acting, Jake!",0.0,Frase 7019
finn,[' Yeah!'],0.0,Frase 7020
finn,"  Oh, no!",-0.3595,Frase 7021
finn,  No!,-0.3595,Frase 7022
finn,"  The duke didn't throw that bottle! Ahh- Princess, I have something sucky to confess. I'm the one who threw the bottle. ,  I'm sorry, but I knew if I told you, you'd hate me forever!",-0.8287,Frase 7023
finn,"  I don't even know what that means, but thank you!",0.5487,Frase 7024
finn,"  Yeah, what's up with that hate?",-0.3612,Frase 7025
finn,"  Aw, shucks. He just can't control himself around pudding. He goes cocoa-nuts for it! Because he has a pudding deficiency!",0.0,Frase 7026
finn,"["" I'm really sorry about making you temporarily ugly, Princess. Especially before the Grand Meeting of Ooo Royalty. I wish there was some way to make it up to you.""]",0.2665,Frase 7027
finn,"[' Hmm, what? You said maybe.']",0.0,Frase 7028
finn,  Ahem! It would be presumptuous indeed to present myself against the distinguished princess to whom you have listened.,0.0,Frase 7029
finn,"  Walking, walking, walking – hambone break! ",0.0,Frase 7030
finn,"  Geez Louise, guy",0.0,Frase 7031
finn,"  I got this little piece of sugar. ,  Nuts, I'm freaking all about sugar. But I am even more about feeding hobos! ",-0.6588,Frase 7032
finn,  Why?,0.0,Frase 7033
finn,"  A hero always helps someone in need and besides he's probably a secret elf who will reward us for being nice. Here you go, buddy. ",0.9136,Frase 7034
finn,"  Aw, yeah!",0.3595,Frase 7035
finn,"  what is wrong with you, Magic Man?!",-0.5255,Frase 7036
finn,  why did you do that!?,0.0,Frase 7037
finn,  No! Change me back.,-0.3595,Frase 7038
finn,"  What the heck, man?? What kind of deal is that? I help somebody out and they make me a stinky foot.",0.1877,Frase 7039
finn,"["" Get off of me, man! I can't be a hero if I'm a big good-smelling foot!""]",-0.5435,Frase 7040
finn,  Why are you being so level-headed about this?,0.0,Frase 7041
finn,"  You're the SISS, siss! Augh! ",0.0,Frase 7042
finn,"[' No, dude! I wanna go find that magic man and get my body back!']",-0.4184,Frase 7043
finn,"  This sucks, dude.",-0.3612,Frase 7044
finn,"  No, Jake. Let's find that Magic Man.",-0.296,Frase 7045
finn,"  But I-I can't even bend these big fat toes, man.",0.0,Frase 7046
finn,[' Not to scorn the kicking of people in the crotch?'],0.3089,Frase 7047
finn,  Aaahh!,0.0,Frase 7048
finn,"  Uhh. Okay, you can do this, Finn. ,  Start small, man. I'm taking you down! ",0.2942,Frase 7049
finn,"["" It's hot! Oh, man, I'm smoking hot! Please, help me out! I can't move!""]",0.7326,Frase 7050
finn,"  No, I didn't start any –",-0.296,Frase 7051
finn,"  Unh! ,  I'm not a freak, I'm a hero.",-0.2047,Frase 7052
finn,"  Jake, how'd you find me?",0.0,Frase 7053
finn," I'm not going to cry, man! I just feel like crying. We have to find that magic guy and ,  get my body back now!",0.3691,Frase 7054
finn,  Jake!,0.0,Frase 7055
finn,  Get back here!,0.0,Frase 7056
finn,  Yeah! You know that guy?,0.3595,Frase 7057
finn,"  What?! No, dude. These guys might be my only hope of finding the Magic Man.",0.2481,Frase 7058
finn,"  Thanks for being cool and all, but what do you know about this Magic Man? How do we catch him?",0.4515,Frase 7059
finn,  But don't y'all even want to try?,-0.0572,Frase 7060
finn,  Why not? You're all totally miserable here.,-0.5413,Frase 7061
finn,"  No, it's not, Zap! It's not a living! It's dookie diapers! I don't want to be a foot!",-0.5559,Frase 7062
finn,"  Jake, stop screwing around. ,  You're gonna make me give into depression.",-0.7783,Frase 7063
finn,"  I… ,  Maybe I will do nothing.,  Lay down –uh , —and rot like the rest of you.",0.3612,Frase 7064
finn,[' ♫ Is this really my life? Is this how my story ends?'],0.0,Frase 7065
finn,,0.0,Frase 7066
finn," Bein' in this body,",0.0,Frase 7067
finn, Seems like a battle that I cannot win.,-0.4891,Frase 7068
finn,,0.0,Frase 7069
